,total_gain,total_income,total_get,total_use,num_bet,num_pass,num_hit,buy_hit_per,total_reward,n_episode
0,41.53782894736844,2020.4000000000005,6884.400000000001,4864.0,885.0,1115.0,56.0,6.3276836158192085,2020.3999999999996,165
0,46.765498652291114,2429.0,7623.0,5194.0,929.0,1071.0,57.0,6.135629709364909,2428.999999999998,166
0,57.63829787234042,2979.8999999999996,8149.9,5170.0,921.0,1079.0,59.0,6.406080347448426,2979.8999999999996,167
0,42.79721710660937,2091.5,6978.5,4887.0,887.0,1113.0,57.0,6.426155580608793,2091.5,168
0,47.93426332887444,2508.3999999999996,7741.4,5233.0,923.0,1077.0,56.0,6.067172264355363,2508.3999999999996,169
0,21.32612179487181,1064.6000000000013,6056.600000000001,4992.0,900.0,1100.0,48.0,5.333333333333334,1064.6000000000004,170
0,28.20368008744765,1548.1000000000013,7037.100000000001,5489.0,993.0,1007.0,57.0,5.740181268882175,1548.0999999999985,171
0,33.876945885841394,1828.0000000000018,7224.000000000002,5396.0,952.0,1048.0,53.0,5.567226890756303,1828.0,172
0,43.57686453576861,2290.3999999999987,7546.399999999999,5256.0,920.0,1080.0,56.0,6.086956521739131,2290.4000000000015,173
0,33.398832684824896,1716.699999999999,6856.699999999999,5140.0,922.0,1078.0,52.0,5.639913232104121,1716.699999999999,174
0,34.92241540474856,1868.000000000001,7217.000000000001,5349.0,943.0,1057.0,51.0,5.408271474019088,1867.9999999999982,175
0,14.053509254168944,766.8999999999996,6223.9,5457.0,979.0,1021.0,54.0,5.515832482124617,766.8999999999996,176
0,40.88124054462935,2161.7999999999993,7449.799999999999,5288.0,905.0,1095.0,55.0,6.077348066298343,2161.7999999999975,177
0,34.948156682027644,1820.0999999999995,7028.099999999999,5208.0,951.0,1049.0,51.0,5.3627760252365935,1820.099999999993,178
0,22.4169419079075,1153.7999999999993,6300.799999999999,5147.0,928.0,1072.0,52.0,5.603448275862069,1153.8000000000065,179
0,27.39374034003093,1417.9000000000005,6593.900000000001,5176.0,938.0,1062.0,54.0,5.756929637526652,1417.9000000000015,180
0,30.713175281772266,1580.500000000001,6726.500000000001,5146.0,917.0,1083.0,53.0,5.779716466739368,1580.4999999999982,181
0,37.48198558847079,1872.6000000000004,6868.6,4996.0,889.0,1111.0,54.0,6.074240719910011,1872.5999999999967,182
0,55.76241480038948,2863.3999999999996,7998.4,5135.0,939.0,1061.0,55.0,5.857294994675186,2863.399999999998,183
0,8.90494025325485,499.2999999999993,6106.299999999999,5607.0,975.0,1025.0,52.0,5.333333333333334,499.2999999999993,184
0,24.399149922720227,1262.8999999999996,6438.9,5176.0,903.0,1097.0,51.0,5.647840531561462,1262.9000000000015,185
0,30.30997557768177,1613.3999999999996,6936.4,5323.0,959.0,1041.0,55.0,5.735140771637122,1613.4000000000033,186
0,6.303052194329055,349.0,5886.0,5537.0,969.0,1031.0,57.0,5.88235294117647,348.9999999999982,187
0,10.904274108089012,617.3999999999996,6279.4,5662.0,974.0,1026.0,54.0,5.544147843942506,617.3999999999978,188
0,16.447517999242137,868.0999999999995,6146.099999999999,5278.0,941.0,1059.0,53.0,5.63230605738576,868.1000000000022,189
0,37.571955719557195,2036.4000000000005,7456.400000000001,5420.0,971.0,1029.0,60.0,6.179196704428424,2036.399999999996,190
0,37.06258222138695,1972.0999999999995,7293.099999999999,5321.0,950.0,1050.0,59.0,6.210526315789474,1972.100000000004,191
0,23.071132856605203,1226.0,6540.0,5314.0,933.0,1067.0,51.0,5.466237942122187,1225.9999999999964,192
0,40.17334360554702,2085.800000000001,7277.800000000001,5192.0,948.0,1052.0,56.0,5.9071729957805905,2085.7999999999993,193
0,17.4844840961986,901.5,6057.5,5156.0,916.0,1084.0,54.0,5.895196506550218,901.4999999999982,194
0,14.835776581926169,799.5000000000009,6188.500000000001,5389.0,966.0,1034.0,54.0,5.590062111801243,799.4999999999945,195
0,18.62956653416623,984.2000000000016,6267.200000000002,5283.0,945.0,1055.0,54.0,5.714285714285714,984.1999999999971,196
0,12.072001565251412,616.9999999999991,5727.999999999999,5111.0,912.0,1088.0,56.0,6.140350877192982,616.9999999999982,197
0,43.465557275541784,2246.2999999999993,7414.299999999999,5168.0,932.0,1068.0,54.0,5.793991416309012,2246.2999999999993,198
0,31.476776498610548,1585.7999999999993,6623.799999999999,5038.0,910.0,1090.0,59.0,6.4835164835164845,1585.7999999999993,199
0,39.984979346601534,2129.5999999999985,7455.5999999999985,5326.0,954.0,1046.0,58.0,6.079664570230608,2129.600000000002,200
0,7.265188042430083,376.6999999999998,5561.7,5185.0,930.0,1070.0,49.0,5.268817204301075,376.70000000000255,201
0,33.89489660405994,1786.5999999999995,7057.599999999999,5271.0,947.0,1053.0,59.0,6.2302006335797255,1786.6000000000004,202
0,43.83458646616546,2332.000000000002,7652.000000000002,5320.0,959.0,1041.0,59.0,6.152241918665276,2332.0,203
0,23.507187615186126,1275.5,6701.5,5426.0,930.0,1070.0,54.0,5.806451612903226,1275.5,204
0,30.576773187840985,1569.199999999999,6701.199999999999,5132.0,919.0,1081.0,55.0,5.984766050054406,1569.2000000000044,205
0,28.96700412448442,1545.0999999999985,6879.0999999999985,5334.0,926.0,1074.0,55.0,5.939524838012959,1545.1000000000022,206
0,55.66914872207684,2766.199999999998,7735.199999999998,4969.0,898.0,1102.0,62.0,6.904231625835189,2766.2000000000007,207
0,30.062916358253176,1624.6000000000022,7028.600000000002,5404.0,955.0,1045.0,57.0,5.968586387434556,1624.5999999999967,208
0,46.1630413482265,2355.699999999999,7458.699999999999,5103.0,928.0,1072.0,57.0,6.142241379310344,2355.7000000000025,209
0,6.706540613544277,347.59999999999945,5530.599999999999,5183.0,930.0,1070.0,55.0,5.913978494623656,347.60000000000036,210
0,26.666666666666657,1400.8000000000002,6653.8,5253.0,917.0,1083.0,51.0,5.561613958560523,1400.8000000000047,211
0,8.650705270972509,466.09999999999945,5854.099999999999,5388.0,951.0,1049.0,52.0,5.467928496319663,466.10000000000036,212
0,24.166197711498796,1288.300000000001,6619.300000000001,5331.0,939.0,1061.0,58.0,6.17678381256656,1288.3000000000047,213
0,32.64028242289109,1756.699999999999,7138.699999999999,5382.0,951.0,1049.0,57.0,5.993690851735016,1756.7000000000007,214
0,1.424637415090885,77.60000000000036,5524.6,5447.0,956.0,1044.0,47.0,4.916317991631799,77.60000000000036,215
0,41.636290807129996,2078.9000000000015,7071.9000000000015,4993.0,917.0,1083.0,51.0,5.561613958560523,2078.900000000005,216
0,20.09301477293448,1101.699999999998,6584.699999999998,5483.0,975.0,1025.0,58.0,5.948717948717949,1101.7000000000007,217
0,45.2435922520055,2312.4000000000005,7423.400000000001,5111.0,923.0,1077.0,56.0,6.067172264355363,2312.3999999999996,218
0,52.27779915352062,2717.4000000000024,7915.400000000002,5198.0,955.0,1045.0,57.0,5.968586387434556,2717.399999999998,219
0,27.504346146416836,1423.8999999999996,6600.9,5177.0,943.0,1057.0,55.0,5.832449628844114,1423.8999999999996,220
0,26.38764808700715,1358.699999999999,6507.699999999999,5149.0,923.0,1077.0,59.0,6.392199349945829,1358.7000000000044,221
0,21.359657291860685,1146.8000000000002,6515.8,5369.0,950.0,1050.0,56.0,5.894736842105263,1146.800000000001,222
